course,section,sectioncapacity,dow,startingtime,duration,room,firstname,lastname
COMP1103,1,50,Tuesday,14:30,1:30,T107,TBA001,COMP
COMP1103,1,50,Thursday,14:30,1:30,T107,TBA001,COMP
COMP1103,502,25,Monday,12:30,1:00,E203,TBA001,COMP
COMP1103,501,25,Wednesday,14:00,1:00,E203,TBA001,COMP
COMP1103,2,50,Tuesday,11:30,1:30,EA2031,TBA001,COMP
COMP1103,2,50,Thursday,11:30,1:30,EA2031,TBA001,COMP
COMP1103,503,25,Wednesday,11:30,1:00,E203,TBA001,COMP
COMP1103,504,25,Tuesday,13:30,1:00,E203,TBA001,COMP
COMP1103,3,50,Tuesday,16:00,1:30,O222,TBA001,COMP
COMP1103,3,50,Thursday,16:00,1:30,O222,TBA001,COMP
COMP1103,505,25,Monday,11:30,1:00,E203,TBA001,COMP
COMP1103,506,25,Monday,8:30,1:00,E203,TBA001,COMP
COMP1501,1,40,Monday,10:00,1:30,T235,TBA001,COMP
COMP1501,1,40,Wednesday,10:00,1:30,T235,TBA001,COMP
COMP1501,401,20,Tuesday,10:00,1:00,B107,Charlotte,Curtis
COMP1501,501,20,Wednesday,11:30,1:00,B107,Charlotte,Curtis
COMP1501,502,20,Wednesday,12:30,1:00,B162,TBA001,COMP
COMP1501,402,20,Tuesday,13:30,1:00,B107,Charlotte,Curtis
COMP1502,401,20,Tuesday,11:30,1:00,B107,Khosro,Salmani
COMP1502,1,40,Monday,11:30,1:30,T137,Khosro,Salmani
COMP1502,1,40,Wednesday,11:30,1:30,T137,Khosro,Salmani
COMP1502,402,20,Tuesday,12:30,1:00,B107,Khosro,Salmani
COMP1502,501,20,Wednesday,14:00,1:00,B107,Khosro,Salmani
COMP1502,502,20,Wednesday,15:00,1:00,B107,Khosro,Salmani
COMP1502,403,20,Thursday,10:00,1:00,B107,TBA003,COMP
COMP1502,503,20,Friday,13:00,1:00,B107,TBA003,COMP
COMP1502,504,20,Friday,14:00,1:00,B107,TBA003,COMP
COMP1502,404,20,Thursday,11:00,1:00,B107,TBA003,COMP
COMP1502,2,60,Monday,10:00,1:30,I128,TBA003,COMP
COMP1502,2,60,Wednesday,10:00,1:30,I128,TBA003,COMP
COMP1502,405,20,Thursday,12:00,1:00,B107,TBA003,COMP
COMP1502,505,20,Friday,15:00,1:00,B107,TBA003,COMP
COMP1615,1,35,Monday,8:30,1:30,B107,Yasaman,Amannejad
COMP1615,1,35,Wednesday,8:30,1:30,B107,Yasaman,Amannejad
COMP1615,401,35,Monday,15:00,1:00,E203,Yasaman,Amannejad
COMP1633,1,60,Monday,10:00,1:00,W231,Paul,Pospisil
COMP1633,1,60,Wednesday,10:00,1:00,W231,Paul,Pospisil
COMP1633,1,60,Friday,10:00,1:00,W231,Paul,Pospisil
COMP1633,401,20,Tuesday,10:00,1:00,B215,Paul,Pospisil
COMP1633,401,20,Thursday,10:00,1:00,B215,Paul,Pospisil
COMP1633,402,20,Tuesday,12:30,1:00,B215,Paul,Pospisil
COMP1633,402,20,Thursday,12:30,1:00,B215,Paul,Pospisil
COMP1633,403,20,Tuesday,13:30,1:00,B215,Paul,Pospisil
COMP1633,403,20,Thursday,13:30,1:00,B215,Paul,Pospisil
COMP2001,401,25,Wednesday,10:00,1:00,B162,Patrick,Perri
COMP2001,401,25,Friday,10:00,1:00,B162,Patrick,Perri
COMP2001,402,25,Wednesday,9:00,1:00,B162,Patrick,Perri
COMP2001,402,25,Friday,9:00,1:00,B162,Patrick,Perri
COMP2001,1,50,Monday,13:00,1:00,T107,Patrick,Perri
COMP2001,1,50,Tuesday,13:00,1:00,T107,Patrick,Perri
COMP2001,1,50,Wednesday,13:00,1:00,T107,Patrick,Perri
COMP2008,401,20,Tuesday,11:30,1:00,E203,Patrick,Perri
COMP2008,1,40,Tuesday,8:30,1:30,T223,Patrick,Perri
COMP2008,1,40,Thursday,8:30,1:30,T223,Patrick,Perri
COMP2008,402,20,Monday,10:00,1:00,E203,Patrick,Perri
COMP2503,1,40,Monday,10:00,1:30,T225,TBA002,COMP
COMP2503,1,40,Wednesday,10:00,1:30,T225,TBA002,COMP
COMP2503,401,20,Tuesday,15:00,1:00,B162,TBA002,COMP
COMP2503,402,20,Tuesday,16:00,1:00,B162,TBA002,COMP
COMP2511,1,40,Tuesday,10:00,1:30,T225,Yasaman,Amannejad
COMP2511,1,40,Thursday,10:00,1:30,T225,Yasaman,Amannejad
COMP2511,501,20,Friday,11:00,1:00,B107,Yasaman,Amannejad
COMP2511,502,20,Friday,12:00,1:00,B107,Yasaman,Amannejad
COMP2511,503,20,Thursday,13:00,1:00,B107,Khosro,Salmani
COMP2511,504,20,Thursday,14:00,1:00,B107,Khosro,Salmani
COMP2511,2,60,Tuesday,10:00,1:30,EC1135,Khosro,Salmani
COMP2511,2,60,Thursday,10:00,1:30,EC1135,Khosro,Salmani
COMP2511,505,20,Monday,13:00,1:00,B107,Khosro,Salmani
COMP2521,1,40,Monday,11:30,1:30,T235,Shoba,Ittyipe
COMP2521,1,40,Wednesday,11:30,1:30,T235,Shoba,Ittyipe
COMP2521,401,20,Tuesday,11:30,1:00,B162,Shoba,Ittyipe
COMP2521,402,20,Tuesday,10:30,1:00,B162,Shoba,Ittyipe
COMP2531,1,60,Monday,8:30,1:30,EB1102,Namrata,Khemka
COMP2531,1,60,Wednesday,8:30,1:30,EB1102,Namrata,Khemka
COMP2531,501,20,Tuesday,13:00,1:00,B162,Namrata,Khemka
COMP2531,502,20,Tuesday,14:00,1:00,B162,Namrata,Khemka
COMP2531,503,20,Thursday,10:30,1:00,B162,Namrata,Khemka
COMP2541,1,60,Monday,13:00,1:30,W231,Shoba,Ittyipe
