course,section,sectioncapacity,dow,startingtime,duration,room,firstname,lastname
BIOL2101,2,20,Monday,13:00,1:30,onl001,TBA,BIOL
BIOL2101,2,20,Wednesday,13:00,1:30,onl002,TBA,BIOL
BIOL2101,503,20,Thursday,14:30,2:00,onl003,TBA,BIOL
BIOL2101,504,20,Thursday,16:30,2:00,onl004,TBA,BIOL
BIOL2203,2,20,Wednesday,14:30,1:30,onl005,TBA,BIOL
BIOL2203,2,20,Friday,14:30,1:30,onl006,TBA,BIOL
BIOL2203,502,20,Monday,14:30,3:00,onl007,TBA,BIOL
BIOL2203,503,20,Tuesday,11:30,3:00,onl008,TBA,BIOL
BIOL2213,1,20,Tuesday,14:30,1:30,onl009,TBA,BIOL
BIOL2213,1,20,Thursday,14:30,1:30,onl010,TBA,BIOL
BIOL2213,502,20,Tuesday,11:30,3:00,onl011,TBA,BIOL
BIOL2213,503,20,Tuesday,14:30,3:00,onl012,TBA,BIOL
BIOL2213,504,20,Wednesday,8:30,3:00,onl013,TBA,BIOL
CHEM2101,2,20,Tuesday,10:00,1:30,onl014,TBA,BIOL
CHEM2101,2,20,Thursday,10:00,1:30,onl015,TBA,BIOL
CHEM2101,405,20,Friday,11:30,1:00,onl016,TBA,BIOL
COMP1103,1,50,Tuesday,8:30,1:30,onl017,Jim,Davis
COMP1103,1,50,Thursday,8:30,1:30,onl018,Jim,Davis
COMP1103,2,50,Monday,10:00,1:30,onl019,Jim,Davis
COMP1103,2,50,Wednesday,10:00,1:30,onl020,Jim,Davis
COMP1103,3,50,Tuesday,10:00,1:30,onl021,Patrick,Perri
COMP1103,3,50,Thursday,10:00,1:30,onl022,Patrick,Perri
COMP1103,501,25,Thursday,10:00,1:00,onl023,Jim,Davis
COMP1103,502,25,Thursday,11:00,1:00,onl024,Jim,Davis
COMP1103,503,25,Friday,12:30,1:00,onl025,Jim,Davis
COMP1103,504,25,Friday,13:30,1:00,onl026,Jim,Davis
COMP1103,505,25,Tuesday,11:30,1:00,onl027,Patrick,Perri
COMP1103,506,25,Tuesday,12:30,1:00,onl028,Patrick,Perri
COMP1207,1,35,Monday,10:00,1:30,E203,Patrick,Perri
COMP1207,1,35,Wednesday,10:00,1:30,E203,Patrick,Perri
COMP1501,1,60,Monday,13:00,1:30,Q306,New,Hire
COMP1501,1,60,Wednesday,13:00,1:30,Q306,New,Hire
COMP1501,2,40,Monday,10:00,1:30,onl29,Mahsa,Amini Tareh
COMP1501,2,40,Wednesday,10:00,1:30,onl30,Mahsa,Amini Tareh
COMP1501,401,20,Thursday,14:00,1:00,B107,New,Hire
COMP1501,402,20,Thursday,15:00,1:00,B107,New,Hire
COMP1501,403,20,Thursday,16:00,1:00,B107,New,Hire
COMP1501,404,20,Thursday,11:00,1:00,onl31,Mahsa,Amini Tareh
COMP1501,405,20,Thursday,12:00,1:00,onl32,Mahsa,Amini Tareh
COMP1501,501,20,Tuesday,11:00,1:00,B107,New,Hire
COMP1501,502,20,Tuesday,12:00,1:00,B107,New,Hire
COMP1501,503,20,Tuesday,13:00,1:00,B107,New,Hire
COMP1501,504,20,Tuesday,8:30,1:00,onl33,Mahsa,Amini Tareh
COMP1501,505,20,Tuesday,9:30,1:00,onl34,Mahsa,Amini Tareh
COMP1502,1,30,Wednesday,14:30,1:30,EA2062,Munima,Jahan
COMP1502,1,30,Friday,14:30,1:30,EA2062,Munima,Jahan
COMP1502,401,30,Wednesday,16:00,1:00,E203,Munima,Jahan
COMP1502,501,30,Friday,16:00,1:00,B162,Munima,Jahan
COMP1615,1,35,Monday,14:30,1:30,onl35,Jim,Davis
COMP1615,1,35,Wednesday,14:30,1:30,onl36,Jim,Davis
COMP1615,401,35,Monday,16:00,1:00,onl37,Jim,Davis
COMP1631,1,34,Monday,13:30,1:00,B220,Paul,Pospisil
COMP1631,1,34,Tuesday,13:30,1:00,B220,Paul,Pospisil
COMP1631,1,34,Thursday,13:30,1:00,B220,Paul,Pospisil
COMP1631,2,34,Monday,10:30,1:00,EA1068,Sohaib,Bajwa
COMP1631,2,34,Tuesday,10:30,1:00,EA1068,Sohaib,Bajwa
COMP1631,2,34,Thursday,10:30,1:00,EA1068,Sohaib,Bajwa
COMP1631,401,17,Wednesday,9:00,1:00,B107,Paul,Pospisil
COMP1631,401,17,Friday,9:00,1:00,B107,Paul,Pospisil
COMP1631,402,17,Wednesday,10:00,1:00,B107,Paul,Pospisil
COMP1631,402,17,Friday,10:00,1:00,B107,Paul,Pospisil
COMP1631,403,17,Wednesday,11:00,1:00,B107,Sohaib,Bajwa
COMP1631,403,17,Friday,11:00,1:00,B107,Sohaib,Bajwa
COMP1631,404,17,Wednesday,12:00,1:00,B107,Sohaib,Bajwa
COMP1631,404,17,Friday,12:00,1:00,B107,Sohaib,Bajwa
COMP2001,1,50,Monday,8:30,1:00,T107,Patrick,Perri
COMP2001,1,50,Wednesday,8:30,1:00,T107,Patrick,Perri
COMP2001,1,50,Friday,8:30,1:00,T107,Patrick,Perri
COMP2001,2,50,Tuesday,8:30,1:30,T107,Faith-Michael,Uzoka
COMP2001,2,50,Thursday,8:30,1:30,T107,Faith-Michael,Uzoka
COMP2001,401,25,Wednesday,13:00,1:00,B107,Patrick,Perri
COMP2001,401,25,Friday,13:00,1:00,B107,Patrick,Perri
COMP2001,402,25,Wednesday,11:30,1:00,B162,Patrick,Perri
COMP2001,402,25,Friday,11:30,1:00,B162,Patrick,Perri
COMP2001,403,25,Thursday,10:00,1:00,B162,Faith-Michael,Uzoka
COMP2001,403,25,Friday,10:00,1:00,E203,Faith-Michael,Uzoka
COMP2001,404,25,Thursday,11:00,1:00,B162,Faith-Michael,Uzoka
COMP2001,404,25,Friday,11:00,1:00,E203,Faith-Michael,Uzoka
COMP2503,1,60,Monday,13:00,1:30,EA1024,Jordan,Kidney
COMP2503,1,60,Wednesday,13:00,1:30,EA1024,Jordan,Kidney
COMP2503,401,20,Friday,8:30,1:00,B162,Jordan,Kidney
COMP2503,402,20,Friday,9:30,1:00,B162,Jordan,Kidney
COMP2503,403,20,Friday,10:30,1:00,B162,Jordan,Kidney
COMP2511,1,40,Monday,13:00,1:30,onl38,Khosro,Salmani
COMP2511,1,40,Wednesday,13:00,1:30,onl39,Khosro,Salmani
COMP2511,501,20,Thursday,13:00,1:00,onl40,Khosro,Salmani
COMP2511,502,20,Thursday,14:00,1:00,onl41,Khosro,Salmani
COMP2521,1,60,Tuesday,11:30,1:30,EA1024,Steve,Kalmar
COMP2521,1,60,Thursday,11:30,1:30,EA1024,Steve,Kalmar
COMP2521,401,20,Monday,10:30,1:00,B107,Steve,Kalmar
COMP2521,402,20,Monday,11:30,1:00,B107,Steve,Kalmar
COMP2521,403,20,Monday,12:30,1:00,B107,Steve,Kalmar
COMP2531,1,40,Monday,8:30,1:30,onl42,Shoba,Ittyipe
COMP2531,1,40,Wednesday,8:30,1:30,onl43,Shoba,Ittyipe
COMP2531,501,20,Tuesday,8:30,1:00,onl44,Shoba,Ittyipe
COMP2531,502,20,Tuesday,9:30,1:00,onl45,Shoba,Ittyipe
COMP2541,1,40,Monday,14:30,1:30,onl46,Shoba,Ittyipe
COMP2541,1,40,Wednesday,14:30,1:30,onl47,Shoba,Ittyipe
COMP2541,401,20,Tuesday,14:30,1:00,onl48,Shoba,Ittyipe
COMP2541,402,20,Tuesday,15:30,1:00,onl49,Shoba,Ittyipe
COMP2613,1,30,Tuesday,16:00,1:30,E123,Charles,Hepler
COMP2613,1,30,Thursday,16:00,1:30,E123,Charles,Hepler
COMP2613,401,30,Monday,10:30,1:00,T230,Charles,Hepler
COMP2613,401,30,Wednesday,10:30,1:00,T230,Charles,Hepler
COMP2631,1,30,Tuesday,14:30,1:30,E206,Jason,Heard
COMP2631,1,30,Thursday,14:30,1:30,E206,Jason,Heard
COMP2631,401,29,Wednesday,14:30,2:00,B162,Jason,Heard
COMP2655,1,25,Monday,11:30,1:00,EA2062,Paul,Pospisil
COMP2655,1,25,Wednesday,11:30,1:00,EA2062,Paul,Pospisil
COMP2655,1,25,Friday,11:30,1:00,EA2062,Paul,Pospisil
COMP2655,401,25,Tuesday,10:00,1:00,E203,Paul,Pospisil
COMP2655,401,25,Thursday,10:00,1:00,E203,Paul,Pospisil
COMP2655,402,25,Tuesday,9:00,1:00,E203,Paul,Pospisil
COMP2655,402,25,Thursday,9:00,1:00,E203,Paul,Pospisil
COMP3309,1,40,Wednesday,14:30,1:30,T137,Randy,Connolly
COMP3309,1,40,Friday,14:30,1:30,T137,Randy,Connolly
COMP3504,1,30,Tuesday,16:00,1:30,onl50,Yasaman,Amannejad
COMP3504,1,30,Thursday,16:00,1:30,onl51,Yasaman,Amannejad
COMP3504,401,30,Thursday,17:30,1:00,onl52,Yasaman,Amannejad
COMP3512,1,40,Tuesday,10:00,1:30,onl53,Jordan,Pratt
COMP3512,1,40,Thursday,10:00,1:30,onl54,Jordan,Pratt
COMP3512,401,20,Friday,10:00,1:00,onl55,Jordan,Pratt
COMP3512,402,20,Friday,11:00,1:00,onl56,Jordan,Pratt
COMP3532,1,40,Tuesday,8:30,1:30,T225,Mingwei,Gong
COMP3532,1,40,Thursday,8:30,1:30,T225,Mingwei,Gong
COMP3532,501,20,Monday,13:30,1:00,B215,Mingwei,Gong
COMP3532,502,20,Monday,10:30,1:00,B215,Mingwei,Gong
COMP3533,1,48,Tuesday,8:30,1:30,onl57,Maryam,Elahi
COMP3533,1,48,Thursday,8:30,1:30,onl58,Maryam,Elahi
COMP3533,501,16,Monday,15:30,1:00,onl59,Maryam,Elahi
COMP3533,502,16,Monday,16:30,1:00,onl60,Maryam,Elahi
COMP3533,503,16,Monday,8:30,1:00,onl61,Maryam,Elahi
COMP3612,1,30,Tuesday,14:30,1:30,B162,Randy,Connolly
COMP3612,1,30,Thursday,14:30,1:30,B162,Randy,Connolly
COMP3612,401,30,Wednesday,13:00,1:00,B162,Randy,Connolly
COMP3625,1,25,Wednesday,17:00,3:00,E203,Alan,Fedoruk
COMP3625,401,25,Monday,17:00,1:00,E203,Alan,Fedoruk
COMP3659,1,36,Monday,8:30,1:30,T231,Marc,Schroeder
COMP3659,1,36,Wednesday,8:30,1:30,T231,Marc,Schroeder
COMP3659,501,18,Friday,12:00,1:00,E203,Marc,Schroeder
COMP3659,501,18,Wednesday,12:00,1:00,E203,Marc,Schroeder
COMP4513,1,30,Tuesday,13:00,1:30,E123,Randy,Connolly
COMP4513,1,30,Thursday,13:00,1:30,E123,Randy,Connolly
COMP4535,1,30,Monday,11:30,1:30,onl62,Mingwei,Gong
COMP4535,1,30,Wednesday,11:30,1:30,onl63,Mingwei,Gong
COMP4543,1,30,Tuesday,18:00,3:00,E123,Terri,Tibbel-Mosher
COMP4545,1,30,Monday,18:00,1:30,T130,Baset,Zarrug
COMP4545,1,30,Wednesday,18:00,1:30,T130,Baset,Zarrug
GNED1103,3,40,Tuesday,11:30,1:30,T225,Charles,Hepler
GNED1103,3,40,Thursday,11:30,1:30,T225,Charles,Hepler
GNED1203,7,40,Tuesday,13:00,1:30,T225,Charles,Hepler
GNED1203,7,40,Thursday,13:00,1:30,T225,Charles,Hepler
MATH1103,1,35,Monday,16:00,1:30,EA2021,Digby,Smith
MATH1103,1,35,Wednesday,16:00,1:30,EA2021,Digby,Smith
MATH1150,1,35,Monday,8:30,1:30,EA2068,Indy,Lagu
MATH1150,1,35,Wednesday,8:30,1:30,EA2068,Indy,Lagu
MATH1185,1,30,Monday,16:00,1:30,onl64,Peter,Zizler
MATH1185,1,30,Wednesday,16:00,1:30,onl65,Peter,Zizler
MATH1185,501,30,Monday,13:00,1:00,onl77,Laura,Marik
MATH1185,501,30,Wednesday,13:00,1:00,onl78,Laura,Marik
MATH1200,1,48,Monday,14:30,1:30,B219,Ganesh,Bhandari
MATH1200,1,48,Wednesday,14:30,1:30,B219,Ganesh,Bhandari
MATH1200,1,48,Thursday,14:30,1:00,B219,Ganesh,Bhandari
MATH1200,2,48,Wednesday,16:00,1:30,EB1102,Brady,Killough
MATH1200,2,48,Friday,16:00,1:30,EB1102,Brady,Killough
MATH1200,2,48,Thursday,16:00,1:00,EB1102,Brady,Killough
MATH1200,3,48,Wednesday,10:00,1:30,EA1051,Roberta,La Haye
MATH1200,3,48,Friday,10:00,1:30,EA1051,Roberta,La Haye
MATH1200,3,48,Thursday,10:00,1:00,EA1051,Roberta,La Haye
MATH1200,4,48,Wednesday,16:00,1:30,onl66,Pamini,Thangarajah
MATH1200,4,48,Friday,16:00,1:30,onl67,Pamini,Thangarajah
MATH1200,4,48,Thursday,16:00,1:00,onl68,Pamini,Thangarajah
MATH1200,5,48,Wednesday,10:00,1:30,EB1102,Mariya,Svishchuk
MATH1200,5,48,Friday,10:00,1:30,EB1102,Mariya,Svishchuk
MATH1200,5,48,Thursday,10:00,1:00,EB1102,Mariya,Svishchuk
MATH1200,6,48,Tuesday,13:00,1:30,EB1102,Carlos,Videla Rico
MATH1200,6,48,Thursday,13:00,1:30,EB1102,Carlos,Videla Rico
MATH1200,6,48,Wednesday,13:00,1:00,EB1102,Carlos,Videla Rico
MATH1200,7,48,Monday,11:30,1:30,EA1014,Andria,Dawson
MATH1200,7,48,Wednesday,11:30,1:30,EA1014,Andria,Dawson
MATH1200,7,48,Tuesday,11:30,1:00,EA1014,Andria,Dawson
MATH1200,401,24,Tuesday,14:30,1:00,E125,Ganesh,Bhandari
MATH1200,402,24,Tuesday,15:30,1:00,E125,Ganesh,Bhandari
MATH1200,403,24,Monday,10:30,1:00,B219,Brady,Killough
MATH1200,404,24,Monday,11:30,1:00,B219,Brady,Killough
MATH1200,405,24,Tuesday,13:00,1:00,B219,Roberta,La Haye
MATH1200,406,24,Tuesday,14:00,1:00,B219,Roberta,La Haye
MATH1200,407,24,Monday,11:30,1:00,onl69,Pamini,Thangarajah
MATH1200,408,24,Monday,12:30,1:00,onl70,Pamini,Thangarajah
MATH1200,409,24,Tuesday,10:00,1:00,EB1102,Mariya,Svishchuk
